user_id,signup_date,region,plan_tier,device,signup_source,mobile_only_user,posts_first_week,comments_first_week,shares_first_week,sessions_per_week,profile_completeness,invites_sent,session_duration_avg,support_tickets,retention_30d
u_000881,2026-04-08 00:00:00+00:00,EU,free,both,paid,0,2,1,1,1.9,0.12,0,6.8,0,1
u_000882,2025-11-01 00:00:00+00:00,APAC,free,mobile,organic,1,1,1,0,5.7,0.09,0,3.2,0,0
u_000883,2025-11-01 00:00:00+00:00,US,free,web,direct,0,0,0,1,4.0,0.55,0,7.5,0,1
u_000884,2025-10-30 00:00:00+00:00,US,pro,mobile,direct,1,0,1,0,2.6,0.36,0,12.8,0,0
u_000885,2025-06-08 00:00:00+00:00,US,pro,web,referral,0,0,3,0,1.2,0.21,1,8.6,0,1
u_000886,2025-08-17 00:00:00+00:00,US,free,web,organic,0,1,2,0,0.1,0.17,0,10.5,0,1
u_000887,2026-02-24 00:00:00+00:00,US,free,mobile,organic,1,0,1,0,1.6,0.62,0,17.2,0,0
u_000888,2025-08-14 00:00:00+00:00,US,free,both,direct,0,0,0,0,2.3,0.35,0,3.8,0,0
u_000889,2026-04-27 00:00:00+00:00,EU,enterprise,web,paid,0,0,1,0,1.0,0.42,0,5.2,0,1
u_000890,2026-01-03 00:00:00+00:00,US,free,both,referral,0,1,0,1,3.8,0.1,0,1.8,0,0
u_000891,2025-12-20 00:00:00+00:00,Other,free,mobile,referral,1,0,0,0,3.7,0.12,0,5.5,0,1
u_000892,2026-01-01 00:00:00+00:00,US,free,both,organic,0,0,3,0,1.8,0.05,1,4.5,0,0
u_000893,2026-04-03 00:00:00+00:00,US,free,web,organic,0,1,0,1,2.4,0.46,1,12.5,0,0
u_000894,2026-02-13 00:00:00+00:00,EU,free,web,paid,0,0,1,0,2.4,0.47,0,10.7,0,0
u_000895,2025-08-13 00:00:00+00:00,APAC,free,web,paid,0,0,1,1,3.5,0.36,0,24.5,0,1
u_000896,2026-05-16 00:00:00+00:00,US,free,web,organic,0,0,3,1,1.3,0.19,0,4.9,0,0
u_000897,2025-06-25 00:00:00+00:00,US,free,web,paid,0,0,0,1,12.5,0.45,0,10.1,0,0
u_000898,2025-07-26 00:00:00+00:00,US,pro,web,referral,0,0,2,1,0.8,0.13,0,13.4,0,0
u_000899,2025-12-10 00:00:00+00:00,US,pro,web,organic,0,0,1,0,1.3,0.2,1,46.2,0,0
u_000900,2026-03-12 00:00:00+00:00,US,free,web,organic,0,1,0,0,3.1,0.43,0,10.5,0,0
u_000901,2025-05-24 00:00:00+00:00,US,free,both,referral,0,0,0,0,8.1,0.44,0,7.1,0,1
u_000902,2025-06-08 00:00:00+00:00,US,free,both,referral,0,0,3,0,1.7,0.19,0,8.2,0,1
u_000903,2026-03-15 00:00:00+00:00,US,pro,web,direct,0,0,1,0,1.1,0.09,0,10.7,0,0
u_000904,2025-08-02 00:00:00+00:00,Other,pro,both,organic,0,2,0,0,2.1,0.31,1,22.2,0,0
u_000905,2025-06-23 00:00:00+00:00,EU,free,web,direct,0,1,0,0,4.3,0.26,0,5.3,0,1
u_000906,2025-07-23 00:00:00+00:00,US,pro,web,referral,0,0,1,0,4.5,0.2,0,4.2,0,0
u_000907,2026-01-25 00:00:00+00:00,US,free,both,referral,0,1,1,0,4.0,0.1,1,60.2,0,1
u_000908,2025-10-10 00:00:00+00:00,US,free,web,organic,0,0,1,0,8.7,0.21,1,3.0,0,0
u_000909,2025-06-28 00:00:00+00:00,US,free,web,organic,0,0,2,0,4.5,0.22,2,14.7,1,1
u_000910,2025-10-13 00:00:00+00:00,EU,free,web,paid,0,0,1,0,5.2,0.28,0,10.3,1,0
u_000911,2025-06-27 00:00:00+00:00,APAC,free,mobile,organic,1,1,2,0,5.5,0.52,1,9.6,0,0
u_000912,2026-03-15 00:00:00+00:00,APAC,free,mobile,organic,1,0,2,0,1.0,0.33,1,2.8,0,0
u_000913,2026-01-16 00:00:00+00:00,Other,pro,web,direct,0,1,2,0,2.4,0.05,0,64.5,0,1
u_000914,2025-06-05 00:00:00+00:00,Other,free,web,organic,0,0,1,0,1.3,0.37,0,8.5,0,1
u_000915,2026-05-16 00:00:00+00:00,Other,pro,web,direct,0,0,1,0,1.4,0.3,1,4.9,0,0
u_000916,2025-07-21 00:00:00+00:00,US,pro,mobile,paid,1,0,0,0,2.0,0.07,0,2.6,0,0
u_000917,2026-02-02 00:00:00+00:00,US,free,web,referral,0,0,1,0,3.5,0.28,0,1.5,0,0
u_000918,2026-04-01 00:00:00+00:00,US,pro,both,organic,0,0,0,0,7.8,0.13,1,13.0,0,0
u_000919,2025-12-15 00:00:00+00:00,EU,free,mobile,paid,1,0,3,0,4.2,0.33,0,3.8,1,0
u_000920,2025-12-26 00:00:00+00:00,US,free,web,paid,0,0,2,0,3.7,0.4,1,6.0,0,1
u_000921,2025-05-29 00:00:00+00:00,APAC,free,mobile,direct,1,2,0,0,2.0,0.11,2,4.6,0,0
u_000922,2026-01-12 00:00:00+00:00,EU,free,web,organic,0,3,0,0,8.4,0.53,2,11.4,0,1
u_000923,2025-09-14 00:00:00+00:00,US,pro,web,organic,0,0,1,0,0.7,0.25,0,10.1,0,1
u_000924,2026-01-27 00:00:00+00:00,US,free,web,direct,0,0,1,1,4.6,0.24,0,13.5,0,0
u_000925,2025-10-04 00:00:00+00:00,US,free,mobile,organic,1,1,1,0,0.3,0.1,0,13.9,0,0
u_000926,2025-08-11 00:00:00+00:00,US,free,mobile,paid,1,1,2,1,3.0,0.16,0,4.2,1,0
u_000927,2025-09-30 00:00:00+00:00,APAC,free,both,organic,0,0,1,0,5.6,0.17,0,2.5,0,0
u_000928,2025-10-02 00:00:00+00:00,EU,pro,web,organic,0,0,0,0,2.7,0.01,0,6.6,0,1
u_000929,2025-12-30 00:00:00+00:00,EU,free,web,paid,0,1,0,0,6.6,0.36,0,11.2,0,0
u_000930,2025-08-31 00:00:00+00:00,US,pro,mobile,paid,1,2,1,0,1.2,0.07,1,8.1,0,0
u_000931,2025-09-14 00:00:00+00:00,US,free,web,paid,0,0,2,0,0.1,0.13,1,1.7,0,0
u_000932,2026-01-29 00:00:00+00:00,US,pro,web,paid,0,0,2,0,0.8,0.48,0,7.7,0,0
u_000933,2026-02-10 00:00:00+00:00,EU,free,both,referral,0,1,0,1,2.1,0.41,0,3.3,0,0
u_000934,2026-05-05 00:00:00+00:00,EU,free,both,direct,0,0,0,0,3.5,0.03,0,7.5,0,0
u_000935,2025-08-22 00:00:00+00:00,US,free,both,organic,0,0,3,0,1.5,0.4,0,16.0,1,1
u_000936,2026-05-18 00:00:00+00:00,APAC,free,web,organic,0,0,2,0,3.0,0.1,0,1.0,0,0
u_000937,2025-09-28 00:00:00+00:00,US,pro,web,organic,0,0,0,1,4.0,0.35,0,24.7,1,1
u_000938,2025-12-23 00:00:00+00:00,APAC,free,web,referral,0,0,1,0,1.2,0.15,1,3.2,1,0
u_000939,2025-08-24 00:00:00+00:00,US,free,both,organic,0,1,1,0,1.3,0.17,0,16.4,0,0
u_000940,2026-04-21 00:00:00+00:00,US,pro,web,paid,0,2,2,0,0.6,0.19,1,14.5,0,1
u_000941,2026-03-29 00:00:00+00:00,APAC,free,web,organic,0,0,2,1,6.6,0.26,1,5.8,0,1
u_000942,2025-08-14 00:00:00+00:00,US,free,web,paid,0,0,0,0,6.8,0.18,1,10.6,0,0
u_000943,2025-11-03 00:00:00+00:00,US,enterprise,both,referral,0,0,2,0,3.0,0.37,1,4.2,0,0
u_000944,2025-06-22 00:00:00+00:00,US,free,both,paid,0,0,1,1,0.8,0.23,1,1.9,1,1
u_000945,2026-03-15 00:00:00+00:00,US,pro,mobile,paid,1,0,0,0,7.6,0.47,0,18.4,0,0
u_000946,2026-05-15 00:00:00+00:00,EU,free,web,organic,0,0,2,1,1.3,0.42,0,4.3,0,0
u_000947,2026-01-30 00:00:00+00:00,APAC,pro,mobile,paid,1,0,2,0,0.6,0.04,0,31.2,1,0
u_000948,2026-03-14 00:00:00+00:00,APAC,free,web,organic,0,0,0,1,1.3,0.42,0,15.0,0,1
u_000949,2025-08-07 00:00:00+00:00,US,free,web,referral,0,0,1,0,1.1,0.02,1,3.8,0,0
u_000950,2025-10-24 00:00:00+00:00,US,free,web,organic,0,0,0,0,0.9,0.33,0,11.8,0,0
u_000951,2025-12-22 00:00:00+00:00,US,pro,mobile,organic,1,0,0,1,1.5,0.55,2,11.3,1,1
u_000952,2025-06-06 00:00:00+00:00,US,free,web,organic,0,0,0,0,2.8,0.91,2,29.3,0,0
u_000953,2026-05-05 00:00:00+00:00,US,enterprise,both,paid,0,0,1,0,4.6,0.2,0,5.0,0,1
u_000954,2025-08-07 00:00:00+00:00,APAC,free,mobile,direct,1,0,1,0,2.2,0.18,1,6.1,0,0
u_000955,2025-07-02 00:00:00+00:00,APAC,free,web,organic,0,0,0,0,2.2,0.53,0,10.5,1,0
u_000956,2026-05-22 00:00:00+00:00,EU,pro,mobile,organic,1,0,0,1,2.1,0.05,0,7.5,1,0
u_000957,2026-04-14 00:00:00+00:00,US,free,mobile,organic,1,0,3,1,0.6,0.27,0,2.4,1,0
u_000958,2026-03-19 00:00:00+00:00,US,free,web,direct,0,1,1,0,4.5,0.41,0,16.6,0,1
u_000959,2025-11-23 00:00:00+00:00,US,pro,mobile,referral,1,0,0,0,5.6,0.4,0,26.5,0,0
u_000960,2025-12-22 00:00:00+00:00,US,free,web,organic,0,0,1,0,7.3,0.37,2,8.4,0,0
u_000961,2025-12-01 00:00:00+00:00,US,free,web,paid,0,2,1,0,1.9,0.3,0,2.7,2,0
u_000962,2025-08-12 00:00:00+00:00,US,free,mobile,referral,1,0,1,0,7.0,0.3,1,6.7,0,0
u_000963,2025-12-29 00:00:00+00:00,US,free,mobile,referral,1,0,2,0,4.9,0.28,2,3.6,0,0
u_000964,2025-05-24 00:00:00+00:00,Other,free,web,paid,0,1,0,0,0.9,0.34,0,6.0,0,0
u_000965,2026-05-22 00:00:00+00:00,US,free,web,referral,0,1,1,0,1.3,0.36,1,8.6,0,1
u_000966,2026-03-19 00:00:00+00:00,Other,free,mobile,paid,1,0,2,0,2.8,0.15,0,12.5,1,0
u_000967,2026-02-20 00:00:00+00:00,US,free,web,organic,0,0,1,1,2.2,0.11,0,22.7,0,0
u_000968,2026-04-14 00:00:00+00:00,EU,free,both,organic,0,0,1,0,0.8,0.4,1,12.2,0,1
u_000969,2026-03-28 00:00:00+00:00,US,free,mobile,organic,1,0,1,0,2.8,0.29,0,3.2,0,0
u_000970,2026-04-17 00:00:00+00:00,US,free,both,organic,0,1,1,0,2.9,0.36,1,12.7,0,1
u_000971,2026-03-25 00:00:00+00:00,US,free,web,organic,0,0,1,0,4.9,0.31,1,5.9,0,0
u_000972,2025-12-28 00:00:00+00:00,US,free,both,referral,0,2,0,2,1.7,0.24,0,6.4,2,0
u_000973,2026-04-07 00:00:00+00:00,APAC,pro,web,referral,0,1,1,0,1.3,0.16,1,7.3,0,1
u_000974,2025-11-27 00:00:00+00:00,US,free,web,organic,0,1,2,0,0.6,0.17,2,8.2,2,1
u_000975,2025-07-27 00:00:00+00:00,EU,free,web,organic,0,2,1,1,3.2,0.57,0,16.6,0,1
u_000976,2025-11-24 00:00:00+00:00,US,free,web,paid,0,0,0,0,2.9,0.4,0,11.0,0,0
u_000977,2026-04-17 00:00:00+00:00,US,free,both,paid,0,1,3,1,8.0,0.57,1,2.9,1,0
u_000978,2025-11-13 00:00:00+00:00,US,pro,mobile,organic,1,0,1,0,4.6,0.15,2,2.2,1,0
u_000979,2026-01-22 00:00:00+00:00,US,pro,mobile,referral,1,1,0,0,1.7,0.17,0,12.4,0,0
u_000980,2025-07-23 00:00:00+00:00,Other,pro,mobile,organic,1,0,1,0,2.7,0.23,4,11.4,0,0
u_000981,2025-10-24 00:00:00+00:00,APAC,free,mobile,organic,1,0,0,0,0.8,0.18,0,20.3,0,0
u_000982,2026-02-19 00:00:00+00:00,EU,free,mobile,referral,1,0,1,0,1.9,0.25,0,6.8,1,0
u_000983,2026-05-09 00:00:00+00:00,US,free,both,paid,0,0,2,0,3.0,0.56,2,9.2,0,0
u_000984,2025-12-17 00:00:00+00:00,US,free,mobile,organic,1,1,0,0,8.3,0.2,0,10.8,1,0
u_000985,2025-11-13 00:00:00+00:00,APAC,free,mobile,paid,1,2,2,0,1.1,0.23,1,2.1,0,0
u_000986,2026-04-30 00:00:00+00:00,US,free,web,direct,0,1,1,0,6.5,0.37,0,2.0,0,1
u_000987,2025-12-05 00:00:00+00:00,US,free,both,organic,0,0,1,0,3.2,0.34,1,13.3,0,0
u_000988,2025-08-24 00:00:00+00:00,US,pro,web,paid,0,0,0,0,4.5,0.59,0,9.9,0,1
u_000989,2025-07-14 00:00:00+00:00,EU,free,web,organic,0,0,1,0,2.6,0.38,1,21.7,0,0
u_000990,2025-09-02 00:00:00+00:00,EU,free,both,paid,0,0,0,0,1.4,0.17,0,32.3,0,0
u_000991,2026-04-11 00:00:00+00:00,EU,pro,web,organic,0,0,1,0,6.3,0.24,3,5.8,0,1
u_000992,2026-02-13 00:00:00+00:00,EU,pro,web,organic,0,0,1,0,1.8,0.17,0,5.6,0,1
u_000993,2026-05-02 00:00:00+00:00,US,free,web,organic,0,2,1,0,4.4,0.29,1,2.5,0,1
u_000994,2025-11-04 00:00:00+00:00,APAC,free,web,referral,0,1,3,1,0.8,0.28,0,11.2,1,1
u_000995,2026-03-31 00:00:00+00:00,US,free,both,organic,0,0,2,0,1.0,0.15,1,1.4,0,0
u_000996,2026-04-23 00:00:00+00:00,EU,free,both,direct,0,0,3,0,0.3,0.19,1,3.4,0,1
u_000997,2025-12-01 00:00:00+00:00,US,free,mobile,organic,1,0,0,0,2.4,0.1,0,9.5,0,0
u_000998,2025-09-16 00:00:00+00:00,Other,free,both,referral,0,0,2,0,3.2,0.28,1,4.4,1,0
u_000999,2026-04-15 00:00:00+00:00,US,free,mobile,paid,1,1,1,0,2.7,0.53,0,7.1,1,1
u_001000,2026-03-15 00:00:00+00:00,US,free,both,organic,0,0,3,0,0.6,0.24,0,6.3,0,0
u_001001,2025-10-11 00:00:00+00:00,US,free,web,referral,0,0,2,0,1.1,0.44,0,3.0,0,1
u_001002,2025-11-06 00:00:00+00:00,US,pro,mobile,referral,1,0,0,0,4.5,0.49,0,1.4,0,0
u_001003,2025-08-07 00:00:00+00:00,US,free,web,paid,0,0,0,1,1.6,0.24,0,12.9,0,0
u_001004,2026-04-29 00:00:00+00:00,EU,free,web,organic,0,0,2,0,2.8,0.28,1,6.4,0,0
u_001005,2025-11-02 00:00:00+00:00,US,free,mobile,paid,1,2,1,0,1.5,0.25,1,9.7,0,1
u_001006,2025-11-30 00:00:00+00:00,APAC,pro,web,paid,0,0,1,0,4.1,0.09,0,7.1,0,0
u_001007,2026-01-13 00:00:00+00:00,US,free,mobile,organic,1,0,1,1,1.5,0.18,0,7.0,1,0
u_001008,2025-09-27 00:00:00+00:00,EU,pro,mobile,referral,1,0,1,0,2.2,0.34,0,8.4,0,0
u_001009,2025-12-11 00:00:00+00:00,US,free,web,organic,0,0,2,0,5.3,0.15,0,6.3,0,1
u_001010,2025-06-13 00:00:00+00:00,EU,free,web,paid,0,0,1,1,2.7,0.3,1,5.6,0,0
u_001011,2026-02-24 00:00:00+00:00,EU,free,mobile,paid,1,0,0,0,1.2,0.28,0,3.3,1,0
u_001012,2025-08-11 00:00:00+00:00,US,free,both,direct,0,0,0,0,3.7,0.34,1,53.8,0,1
u_001013,2025-07-16 00:00:00+00:00,Other,pro,web,organic,0,0,0,0,0.6,0.42,0,16.5,0,1
u_001014,2025-06-15 00:00:00+00:00,US,free,both,organic,0,1,0,0,1.1,0.25,0,24.4,0,0
u_001015,2026-01-25 00:00:00+00:00,US,free,both,organic,0,0,2,0,0.6,0.34,1,20.4,0,1
u_001016,2026-01-04 00:00:00+00:00,EU,free,mobile,paid,1,0,2,1,4.2,0.12,0,5.9,0,0
u_001017,2025-07-14 00:00:00+00:00,APAC,free,web,organic,0,1,4,0,3.5,0.1,0,6.4,0,1
u_001018,2025-09-07 00:00:00+00:00,US,free,mobile,organic,1,0,0,1,3.9,0.2,1,7.4,0,0
u_001019,2025-06-05 00:00:00+00:00,US,free,both,organic,0,0,1,0,3.1,0.34,0,5.5,0,0
u_001020,2026-01-20 00:00:00+00:00,APAC,pro,web,direct,0,1,1,0,6.2,0.29,0,14.9,1,1
u_001021,2026-02-19 00:00:00+00:00,EU,pro,both,organic,0,0,1,1,3.0,0.18,1,3.9,2,0
u_001022,2025-09-20 00:00:00+00:00,Other,pro,both,paid,0,0,2,0,1.6,0.37,0,3.1,0,0
u_001023,2025-07-14 00:00:00+00:00,US,free,mobile,organic,1,0,1,0,1.2,0.31,1,2.6,0,0
u_001024,2025-06-20 00:00:00+00:00,EU,free,mobile,organic,1,0,3,0,3.0,0.4,0,5.7,0,0
u_001025,2025-07-22 00:00:00+00:00,US,free,mobile,organic,1,0,2,1,5.8,0.12,0,5.1,0,0
u_001026,2025-06-02 00:00:00+00:00,APAC,free,both,organic,0,0,1,0,0.8,0.11,0,4.5,0,0
u_001027,2025-10-12 00:00:00+00:00,US,free,both,paid,0,0,2,0,3.8,0.11,0,7.9,0,0
u_001028,2026-05-22 00:00:00+00:00,EU,free,web,organic,0,1,1,0,2.2,0.11,1,2.9,0,1
u_001029,2025-07-23 00:00:00+00:00,US,free,web,organic,0,0,2,1,5.2,0.21,0,13.4,0,1
u_001030,2026-02-08 00:00:00+00:00,EU,free,web,organic,0,2,0,0,0.5,0.1,1,3.1,0,1
u_001031,2025-12-19 00:00:00+00:00,EU,pro,both,organic,0,0,1,0,8.0,0.44,0,2.9,0,0
u_001032,2025-09-01 00:00:00+00:00,US,free,web,organic,0,0,0,1,2.2,0.22,1,4.4,0,0
u_001033,2025-10-15 00:00:00+00:00,APAC,free,both,organic,0,1,1,0,0.4,0.52,1,6.6,1,1
u_001034,2025-09-28 00:00:00+00:00,US,free,mobile,organic,1,1,1,0,0.8,0.16,0,14.7,0,1
u_001035,2025-12-26 00:00:00+00:00,EU,free,web,paid,0,0,0,0,8.8,0.58,0,7.0,0,0
u_001036,2026-02-14 00:00:00+00:00,US,pro,both,direct,0,0,2,1,3.8,0.4,0,2.0,0,0
u_001037,2025-05-24 00:00:00+00:00,US,free,mobile,paid,1,0,1,0,2.0,0.1,1,10.9,0,0
u_001038,2025-09-17 00:00:00+00:00,US,pro,web,organic,0,0,2,0,10.2,0.38,0,10.7,2,1
u_001039,2025-11-10 00:00:00+00:00,US,pro,web,direct,0,1,0,0,2.9,0.56,0,4.6,0,1
u_001040,2026-01-30 00:00:00+00:00,US,free,web,direct,0,1,2,0,5.0,0.73,0,8.5,0,0
u_001041,2026-02-26 00:00:00+00:00,EU,free,web,paid,0,0,2,0,1.0,0.11,0,23.3,0,1
u_001042,2025-10-01 00:00:00+00:00,EU,free,web,organic,0,0,2,0,1.9,0.1,0,3.7,0,0
u_001043,2025-09-21 00:00:00+00:00,EU,free,mobile,referral,1,0,2,0,2.9,0.31,0,15.9,1,0
u_001044,2025-08-09 00:00:00+00:00,US,free,web,direct,0,0,2,0,1.7,0.37,0,20.3,0,0
u_001045,2025-08-20 00:00:00+00:00,US,enterprise,web,referral,0,1,1,0,6.1,0.42,0,8.5,0,1
u_001046,2025-11-13 00:00:00+00:00,US,free,web,paid,0,0,0,1,3.7,0.06,0,2.8,0,1
u_001047,2025-07-13 00:00:00+00:00,EU,pro,web,paid,0,0,1,0,0.8,0.09,0,21.0,0,0
u_001048,2025-10-13 00:00:00+00:00,APAC,free,both,direct,0,0,1,1,2.1,0.12,0,15.4,1,0
u_001049,2026-05-19 00:00:00+00:00,US,enterprise,web,organic,0,0,2,1,1.3,0.05,0,11.5,2,0
u_001050,2026-04-13 00:00:00+00:00,EU,free,web,organic,0,0,1,0,3.8,0.05,1,7.1,0,0
u_001051,2025-08-24 00:00:00+00:00,US,free,mobile,referral,1,0,3,0,1.7,0.18,1,18.7,0,1
u_001052,2025-07-04 00:00:00+00:00,US,free,both,organic,0,1,3,1,0.4,0.29,1,3.7,0,0
u_001053,2025-11-11 00:00:00+00:00,US,free,both,organic,0,0,1,0,3.3,0.18,0,14.7,1,0
u_001054,2025-06-10 00:00:00+00:00,US,pro,both,organic,0,0,1,0,1.6,0.17,0,5.7,1,0
u_001055,2025-08-31 00:00:00+00:00,EU,free,both,organic,0,0,2,0,6.7,0.05,2,1.9,0,1
u_001056,2025-08-04 00:00:00+00:00,APAC,free,mobile,organic,1,1,0,0,0.9,0.48,1,3.3,0,0
u_001057,2025-11-12 00:00:00+00:00,US,free,both,paid,0,1,1,0,1.3,0.5,3,10.2,0,1
u_001058,2025-09-14 00:00:00+00:00,US,free,web,organic,0,0,0,0,2.0,0.13,1,8.8,0,1
u_001059,2026-01-23 00:00:00+00:00,EU,free,both,paid,0,0,1,0,3.5,0.45,1,10.5,0,1
u_001060,2025-06-23 00:00:00+00:00,Other,free,both,organic,0,0,2,0,5.3,0.57,0,5.5,0,1
u_001061,2026-05-11 00:00:00+00:00,EU,free,both,direct,0,2,1,0,1.9,0.41,0,8.7,0,1
u_001062,2026-05-15 00:00:00+00:00,US,free,mobile,paid,1,0,3,1,3.0,0.24,0,12.2,1,0
u_001063,2026-01-27 00:00:00+00:00,EU,free,both,direct,0,0,0,0,0.5,0.69,0,48.8,0,1
u_001064,2026-03-08 00:00:00+00:00,US,pro,web,organic,0,1,0,0,1.3,0.38,0,5.4,1,1
u_001065,2025-09-26 00:00:00+00:00,Other,free,mobile,organic,1,0,1,0,1.8,0.48,0,16.8,0,0
u_001066,2025-09-02 00:00:00+00:00,US,free,web,referral,0,0,1,0,2.0,0.26,0,12.4,0,0
u_001067,2026-05-20 00:00:00+00:00,EU,free,mobile,referral,1,0,1,0,4.1,0.37,0,8.2,0,0
u_001068,2026-03-06 00:00:00+00:00,US,free,mobile,organic,1,0,1,1,9.1,0.24,0,2.6,0,0
u_001069,2025-06-21 00:00:00+00:00,US,free,web,paid,0,0,1,0,1.4,0.2,1,22.5,0,0
u_001070,2025-10-01 00:00:00+00:00,APAC,free,web,paid,0,1,1,0,3.8,0.02,1,9.0,0,1
u_001071,2025-12-29 00:00:00+00:00,EU,free,web,organic,0,1,2,1,6.1,0.14,0,4.6,0,1
u_001072,2026-01-04 00:00:00+00:00,US,free,mobile,paid,1,0,0,0,5.9,0.11,0,3.6,0,0
u_001073,2026-05-01 00:00:00+00:00,APAC,free,mobile,organic,1,0,0,1,1.1,0.15,1,9.1,0,0
u_001074,2025-12-17 00:00:00+00:00,APAC,enterprise,mobile,organic,1,0,2,0,5.7,0.39,0,3.5,0,1
u_001075,2025-07-06 00:00:00+00:00,US,free,web,direct,0,0,1,0,0.8,0.41,1,4.7,0,1
u_001076,2025-11-06 00:00:00+00:00,US,free,both,paid,0,0,1,1,0.8,0.15,1,4.6,0,0
u_001077,2026-03-19 00:00:00+00:00,US,free,mobile,referral,1,0,1,0,2.7,0.5,0,7.7,1,0
u_001078,2025-05-31 00:00:00+00:00,EU,free,web,referral,0,0,1,0,1.8,0.49,0,11.9,0,0
u_001079,2026-05-02 00:00:00+00:00,US,pro,web,direct,0,1,1,0,7.1,0.15,0,5.7,2,1
u_001080,2026-05-17 00:00:00+00:00,US,free,mobile,organic,1,0,0,1,0.4,0.4,1,6.2,1,0
u_001081,2026-04-25 00:00:00+00:00,APAC,free,web,organic,0,0,2,0,2.7,0.38,0,8.1,0,0
u_001082,2026-04-17 00:00:00+00:00,APAC,free,web,organic,0,0,1,0,5.1,0.17,0,4.1,0,0
u_001083,2025-11-12 00:00:00+00:00,APAC,free,web,paid,0,1,0,0,0.3,0.33,1,4.6,0,1
u_001084,2025-07-26 00:00:00+00:00,Other,pro,web,paid,0,2,0,0,1.9,0.46,0,5.1,0,0
u_001085,2026-02-08 00:00:00+00:00,EU,free,web,referral,0,0,2,0,5.0,0.21,0,9.3,0,0
u_001086,2025-09-22 00:00:00+00:00,EU,pro,web,organic,0,1,1,0,2.5,0.46,2,26.8,0,1
u_001087,2025-07-20 00:00:00+00:00,EU,free,both,organic,0,0,0,0,2.5,0.52,2,2.7,0,0
u_001088,2025-10-10 00:00:00+00:00,US,pro,mobile,direct,1,0,2,0,5.3,0.62,1,8.9,0,1
u_001089,2025-11-05 00:00:00+00:00,US,free,web,referral,0,0,0,1,3.6,0.21,1,6.1,0,1
u_001090,2026-05-04 00:00:00+00:00,US,free,mobile,organic,1,1,0,0,1.4,0.07,1,6.5,0,1
u_001091,2026-02-11 00:00:00+00:00,EU,pro,mobile,paid,1,0,2,1,8.0,0.13,0,5.0,0,0
u_001092,2025-06-28 00:00:00+00:00,US,free,web,paid,0,0,0,0,2.2,0.49,1,18.4,0,1
u_001093,2025-10-22 00:00:00+00:00,US,free,web,referral,0,2,1,0,0.8,0.29,0,1.1,1,0
u_001094,2025-12-08 00:00:00+00:00,EU,enterprise,web,organic,0,0,2,0,2.6,0.53,0,3.0,0,1
u_001095,2025-06-13 00:00:00+00:00,US,free,mobile,paid,1,0,1,0,2.3,0.46,1,17.7,0,1
u_001096,2025-09-23 00:00:00+00:00,US,free,mobile,organic,1,0,2,1,3.5,0.66,1,18.8,0,0
u_001097,2025-07-13 00:00:00+00:00,APAC,free,web,organic,0,0,0,0,3.9,0.3,1,30.2,0,0
u_001098,2026-04-08 00:00:00+00:00,APAC,pro,mobile,referral,1,0,1,1,0.6,0.55,0,9.4,0,0
u_001099,2026-04-04 00:00:00+00:00,US,pro,both,organic,0,1,1,0,2.0,0.12,0,10.9,0,0
u_001100,2025-07-05 00:00:00+00:00,US,free,web,organic,0,0,0,0,3.6,0.11,0,1.7,0,0
u_001101,2025-07-09 00:00:00+00:00,US,free,mobile,organic,1,0,0,0,2.5,0.42,2,7.4,0,0
u_001102,2026-01-27 00:00:00+00:00,EU,free,mobile,organic,1,0,0,0,1.6,0.52,2,11.6,1,0
u_001103,2026-01-10 00:00:00+00:00,APAC,free,mobile,referral,1,0,3,0,4.4,0.55,0,5.0,0,1
u_001104,2026-02-22 00:00:00+00:00,US,pro,mobile,organic,1,0,3,0,4.4,0.25,0,6.9,0,0
u_001105,2026-01-03 00:00:00+00:00,EU,free,mobile,referral,1,0,1,1,0.0,0.47,0,19.8,0,0
u_001106,2026-05-16 00:00:00+00:00,US,free,web,direct,0,0,1,0,3.0,0.22,0,23.7,1,0
u_001107,2025-11-21 00:00:00+00:00,US,free,web,organic,0,2,2,0,3.5,0.35,0,9.0,0,1
u_001108,2025-08-22 00:00:00+00:00,Other,free,both,referral,0,0,0,0,2.0,0.3,0,7.1,1,0
u_001109,2025-08-16 00:00:00+00:00,US,pro,web,organic,0,0,1,0,2.8,0.14,0,13.2,0,0
u_001110,2025-11-17 00:00:00+00:00,US,free,both,organic,0,2,0,0,2.2,0.21,0,5.5,0,1
u_001111,2025-12-20 00:00:00+00:00,US,free,web,organic,0,0,1,0,3.4,0.13,0,17.0,0,1
u_001112,2026-04-07 00:00:00+00:00,EU,pro,mobile,organic,1,0,1,0,1.7,0.13,1,4.9,0,0
u_001113,2025-09-24 00:00:00+00:00,APAC,pro,mobile,organic,1,0,0,0,1.7,0.08,1,13.5,0,0
u_001114,2025-12-08 00:00:00+00:00,Other,free,web,organic,0,0,1,0,2.2,0.37,0,7.3,1,0
u_001115,2026-03-22 00:00:00+00:00,US,pro,both,referral,0,0,1,1,3.4,0.54,0,4.5,0,0
u_001116,2025-11-24 00:00:00+00:00,US,free,web,paid,0,1,1,0,3.8,0.51,2,9.8,0,0
u_001117,2026-02-05 00:00:00+00:00,EU,pro,mobile,direct,1,0,0,0,6.5,0.11,0,5.4,0,0
